sentence,category,RequisitionID,JobTitle
General industry knowledge.,Requirements,73964-en_US,ENGINEER (all other)
An ExxonMobil career is one designed to last.,Marketing,73964-en_US,ENGINEER (all other)
"Our commitment to you runs deep: our employees grow personally and professionally, with benefits built on our core categories of health, security, finance, and life.",Marketing,73964-en_US,ENGINEER (all other)
We offer you: Pension Plan: Enrollment is automatic and at no cost to you.,Marketing,73964-en_US,ENGINEER (all other)
The basic benefit is a monthly annuity to be paid to you in retirement for the rest of your life.,Marketing,73964-en_US,ENGINEER (all other)
Savings Plan: You can contribute between 6% and 20% of your pay and are encouraged to enroll right away.,Marketing,73964-en_US,ENGINEER (all other)
"If you contribute at least 6% to your savings plan, the Company will contribute a 7% match.",Marketing,73964-en_US,ENGINEER (all other)
"Workplace Flexibility: We have several programs such as Flex your Day, providing ad-hoc flexibility around when and where you work, as well as longer-term programs such as leaves of absence and part-time work.",Marketing,73964-en_US,ENGINEER (all other)
"Comprehensive medical, dental, and vision plans.",Marketing,73964-en_US,ENGINEER (all other)
Culture of Health: Programs and resources to support your wellbeing.,Marketing,73964-en_US,ENGINEER (all other)
"Employee Health Advisory Program: Provides confidential professional counseling for you and your family, including tools and resources promoting mental health and resiliency at no additional cost to you.",Marketing,73964-en_US,ENGINEER (all other)
Disability Plan: Income replacement for when you cannot work due to illness or injury occurring on or off the job.,Marketing,73964-en_US,ENGINEER (all other)
Enrollment is automatic and at no cost to you.,Marketing,73964-en_US,ENGINEER (all other)
More information on our Company's benefits can be found at www.exxonmobilfamily.com.,Marketing,73964-en_US,ENGINEER (all other)
"Please note benefits may be changed from time to time without notice, subject to applicable law.",Legal,73964-en_US,ENGINEER (all other)
ExxonMobil is an Equal Opportunity Employer.,Legal,73964-en_US,ENGINEER (all other)
"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, citizenship status, protected veteran status, genetic information, or physical or mental disability.",Legal,73964-en_US,ENGINEER (all other)
Nothing herein is intended to override the corporate separateness of local entities.,Legal,73964-en_US,ENGINEER (all other)
"Working relationships discussed herein do not necessarily represent a reporting connection, but may reflect a functional guidance, stewardship, or service relationship.",Legal,73964-en_US,ENGINEER (all other)
"Exxon Mobil Corporation has numerous affiliates, many with names that include ExxonMobil, Exxon, Esso and Mobil.",Legal,73964-en_US,ENGINEER (all other)
"For convenience and simplicity, those terms and terms like corporation, company, our, we and its are sometimes used as abbreviated references to specific affiliates or affiliate groups.",Legal,73964-en_US,ENGINEER (all other)
Abbreviated references describing global or regional operational organizations and global or regional business lines are also sometimes used for convenience and simplicity.,Legal,73964-en_US,ENGINEER (all other)
"Similarly, ExxonMobil has business relationships with thousands of customers, suppliers, governments, and others.",Legal,73964-en_US,ENGINEER (all other)
"For convenience and simplicity, words like venture, joint venture, partnership, co-venturer, and partner are used to indicate business relationships involving common activities and interests, and those words may not indicate precise legal relationships.",Legal,73964-en_US,ENGINEER (all other)
"At Meta's Reality Labs Research, our goal is to make world-class consumer virtual, augmented, and mixed reality experiences.",Marketing,a1K2K000008Uf4qUAC,ENGINEER (all other)
Come work alongside industry-leading scientists and engineers to create the technology that makes VR and AR pervasive and universal.,Marketing,a1K2K000008Uf4qUAC,ENGINEER (all other)
Join the adventure of a lifetime as we make science fiction real and change the world.,Marketing,a1K2K000008Uf4qUAC,ENGINEER (all other)
We are looking for a candidate to join a growing Optical and Mechanical Systems Team as an Optical Engineer to help unlock future AR/VR display technologies.,Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
"As part of the Hardware Research organization at Reality Labs, you will be responsible for leading the generation of new optical system concepts, designing prototypes, and characterization of optical performance for research projects.",Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
"You will have the opportunity to be part of a team composed of some of the best engineers, scientists and leaders defining the field of AR/VR.",Marketing,a1K2K000008Uf4qUAC,ENGINEER (all other)
"Conceptualize and lead the design of new prototype optical systems and components such as: projectors, illumination sources, imaging systems, interferometry systems, laser systems, and physical optics.",Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
"Design custom lenses and optical subsystems with ray tracing software, including lens elements, multi-lens systems, and other optical components.",Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
"Establish optical engineering specifications, including key performance metrics, optical manufacturing tolerances, and test requirements for optical subsystems and components.",Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
Lead development of custom metrology and measurement systems.,Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
Drive collaboration and resources with internal cross functional teams and external industry partners.,Description,a1K2K000008Uf4qUAC,ENGINEER (all other)
5+ years of experience in designing optical systems and components.,Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
"BS in Engineering, Physics, Optics or equivalent work experience.",Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
Experience using optical design software such as Zemax or Code V.,Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
Experience working in a lab environment with optical systems and lasers.,Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
"Experience with hands-on assembly, alignment, integration, and testing of optical components and optical systems.",Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
"Experience in optical tolerance analysis, including mechanical positional tolerances and defining lens manufacturing tolerances.",Requirements,a1K2K000008Uf4qUAC,ENGINEER (all other)
